City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
335,Lagawe,PH,16.8,121.1192,80.58,67,24,4.07,few clouds
336,Hilton Head Island,US,32.2163,-80.7526,62.65,66,100,1.99,overcast clouds
337,Campo Maior,BR,-4.8278,-42.1686,73.29,93,100,1.92,overcast clouds
338,Pontianak,ID,-0.0333,109.3333,84.18,74,40,2.3,scattered clouds
339,Ambilobe,MG,-13.2,49.05,73.49,94,100,1.99,overcast clouds
340,Berbera,SO,10.4396,45.0143,71.71,77,5,2.98,clear sky
341,Hauterive,FR,46.0901,3.4459,45.36,87,100,5.53,overcast clouds
342,Kirakira,SB,-10.4544,161.9205,84.33,74,99,3.49,overcast clouds
343,Ialibu,PG,-6.2821,143.9935,70.43,88,96,2.73,overcast clouds
344,Mweka,CD,-4.85,21.5667,68.18,99,100,2.77,moderate rain
345,Saint-Louis,SN,16.3333,-15.0,73.4,10,80,8.19,broken clouds
346,Jati,PK,24.3539,68.2671,67.24,35,3,8.19,clear sky
347,Grand Gaube,MU,-20.0064,57.6608,79.38,86,100,8.99,light rain
348,San Vicente,AR,-26.6167,-54.1333,67.55,35,0,2.13,clear sky
349,Veraval,IN,20.9,70.3667,70.38,41,18,10.8,few clouds
350,Safaga,EG,26.7292,33.9365,57.13,60,2,14.2,clear sky
351,Brae,GB,60.3964,-1.353,33.71,69,100,15.39,light snow
352,Maragogi,BR,-9.0122,-35.2225,79.39,77,4,9.1,clear sky
353,Tsiroanomandidy,MG,-18.7667,46.0333,67.39,87,95,2.66,overcast clouds
354,Cullman,US,34.1748,-86.8436,36.14,64,0,3.44,clear sky
355,Leh,IN,34.1667,77.5833,-5.58,86,89,1.99,overcast clouds
356,Praia,CV,14.9215,-23.5087,68.54,73,1,17.27,clear sky
357,Rio Grande,BR,-32.035,-52.0986,70.95,73,0,11.74,clear sky
358,Svetlaya,RU,46.5389,138.3297,19.74,67,83,3.78,broken clouds
359,Ust-Ilimsk,RU,58.0006,102.6619,6.35,95,93,2.71,overcast clouds
360,Yarada,IN,17.65,83.2667,73.72,94,20,2.3,fog
361,Pevek,RU,69.7008,170.3133,-29.51,99,86,4.07,overcast clouds
362,Paamiut,GL,61.994,-49.6678,-2.9,92,7,8.72,clear sky
363,Labytnangi,RU,66.6572,66.4183,19.98,96,100,6.35,overcast clouds
364,Salalah,OM,17.0151,54.0924,68.09,60,0,3.44,clear sky
365,Singleton,AU,-32.5667,151.1833,77.79,67,92,11.23,overcast clouds
366,Bartica,GY,6.4,-58.6167,73.72,95,36,2.68,scattered clouds
367,Tabou,CI,4.423,-7.3528,77.85,89,79,6.42,broken clouds
368,Stephenville,US,32.2207,-98.2023,47.91,39,0,0.0,clear sky
369,Bismarck,US,46.8083,-100.7837,8.44,66,0,20.71,clear sky
370,Tyrma,RU,50.0833,132.1667,2.89,87,100,0.51,overcast clouds
371,Port Huron,US,42.9709,-82.4249,24.4,76,75,23.02,broken clouds
372,Tazovskiy,RU,67.4667,78.7,15.57,93,100,12.97,overcast clouds
373,Sampit,ID,-2.5333,112.95,80.33,78,100,2.39,overcast clouds
374,Henties Bay,NA,-22.116,14.2845,70.86,89,34,6.15,scattered clouds
375,Gwanda,ZW,-20.9333,29.0,61.68,98,18,9.28,few clouds
376,Khani,GE,41.9563,42.9566,22.57,78,18,6.67,few clouds
377,Borova,UA,50.1763,30.1043,33.94,81,59,12.62,broken clouds
378,Tocopilla,CL,-22.092,-70.1979,70.36,71,0,3.0,clear sky
379,Grajau,BR,-5.8194,-46.1386,72.12,95,35,2.26,scattered clouds
380,Llorente,PH,11.4119,125.5458,80.87,85,100,9.31,overcast clouds
381,Sande,DE,53.5049,8.0142,42.06,80,100,31.76,overcast clouds
382,Sao Sebastiao Do Cai,BR,-29.5867,-51.3756,72.27,90,1,3.27,clear sky
383,Huauchinango,MX,20.1833,-98.05,51.39,98,98,2.46,overcast clouds
384,San Pedro,PH,14.35,121.0167,85.23,64,40,5.75,scattered clouds
385,Lacolle,CA,45.0834,-73.3659,12.85,86,10,4.21,clear sky
386,Shirakawa,JP,37.1223,140.2376,44.53,65,100,6.91,overcast clouds
387,Port-Gentil,GA,-0.7193,8.7815,81.03,78,80,12.62,broken clouds
388,Port Keats,AU,-14.25,129.55,89.33,57,55,4.09,broken clouds
389,Axim,GH,4.8699,-2.2405,79.88,86,100,8.77,overcast clouds
390,Malo,IT,45.6603,11.4075,49.55,81,87,1.97,overcast clouds
391,Plettenberg Bay,ZA,-34.0527,23.3716,69.03,72,1,2.3,clear sky
392,Coacoyul,MX,17.8058,-99.11,76.23,61,0,8.72,clear sky
393,Santa Lucia,ES,27.9117,-15.5407,56.52,68,40,16.11,scattered clouds
394,Manggar,ID,-2.8833,108.2667,82.13,69,99,5.19,overcast clouds
395,Novoagansk,RU,61.9449,76.6625,21.13,94,100,11.25,overcast clouds
396,Lamesa,US,32.7376,-101.951,49.26,28,0,8.05,clear sky
397,Ust-Nera,RU,64.5667,143.2,-15.77,95,28,0.69,scattered clouds
398,Houma,US,29.5958,-90.7195,51.01,73,31,3.0,scattered clouds
399,Guisa,CU,20.255,-76.5386,73.71,91,8,4.72,clear sky
400,Am Timan,TD,11.0297,20.2827,74.35,12,12,10.51,few clouds
401,Tarija,BO,-21.5355,-64.7296,64.31,77,20,0.0,few clouds
402,Diveyevo,RU,55.0433,43.2418,31.01,86,100,7.63,overcast clouds
403,Burns Lake,CA,54.2331,-125.7533,42.22,88,100,8.16,overcast clouds
404,Angoche,MZ,-16.2325,39.9086,77.99,86,99,4.92,overcast clouds
405,Naze,JP,28.3667,129.4833,59.92,86,100,16.35,overcast clouds
406,Ewo,CG,-0.8725,14.8206,75.51,77,89,5.32,overcast clouds
407,Bereda,ES,43.2686,-7.5406,42.01,100,78,2.55,broken clouds
408,Sur,OM,22.5667,59.5289,68.59,60,0,2.84,clear sky
409,Porto Nacional,BR,-10.7081,-48.4172,77.0,95,100,2.8,overcast clouds
410,Ponta Delgada,PT,37.7333,-25.6667,55.51,62,75,8.05,broken clouds
411,Fereydun Kenar,IR,36.6864,52.5225,44.82,93,0,0.0,clear sky
412,Lebowakgomo,ZA,-24.2,29.5,65.3,86,81,4.59,broken clouds
413,Shimoda,JP,34.6667,138.95,50.36,57,100,9.71,overcast clouds
414,Tamara,HN,14.15,-87.3333,67.75,60,40,4.61,scattered clouds
415,Comodoro Rivadavia,AR,-45.8667,-67.5,69.66,52,0,6.91,clear sky
416,Madimba,TZ,-10.4,40.3333,79.11,86,97,4.23,overcast clouds
417,Jardim,BR,-21.4803,-56.1381,76.5,56,96,3.94,overcast clouds
418,Khudumelapye,BW,-23.8833,24.75,66.94,64,40,8.1,scattered clouds
419,Ercis,TR,39.0287,43.3586,28.0,93,88,3.56,overcast clouds
420,Moanda,GA,-1.5575,13.2178,70.61,92,100,2.28,overcast clouds
421,Muswellbrook,AU,-32.2667,150.9,74.25,53,80,14.65,broken clouds
422,Sal Rei,CV,16.1833,-22.9167,68.56,64,0,19.82,clear sky
423,Vuktyl,RU,63.8567,57.3094,28.04,89,100,16.96,overcast clouds
424,Omboue,GA,-1.5746,9.2618,78.69,87,100,7.81,overcast clouds
425,Ponte Nova,BR,-20.4164,-42.9086,69.55,99,100,3.87,overcast clouds
426,Longonjo,AO,-12.9067,15.2533,62.35,99,100,1.57,light rain
427,Erdemli,TR,36.605,34.3084,54.43,68,100,8.43,overcast clouds
428,Campbell River,CA,50.0163,-125.2446,44.6,93,75,0.0,broken clouds
429,Ferme-Neuve,CA,46.7001,-75.4493,-7.82,97,61,1.99,broken clouds
430,Americus,US,32.0724,-84.2327,52.75,58,0,8.05,clear sky
431,Kayes,ML,14.0,-11.0,77.16,14,3,7.07,clear sky
432,Troitsko-Pechorsk,RU,62.7084,56.1964,27.25,91,100,13.18,overcast clouds
433,Diamantina,BR,-18.2494,-43.6003,62.83,92,100,1.36,moderate rain
434,Todos Santos,MX,23.45,-110.2167,69.01,73,9,6.93,clear sky
435,Mopipi,BW,-21.1833,24.8833,69.66,60,1,9.75,clear sky
436,Ipira,BR,-12.1583,-39.7372,74.66,77,24,9.69,few clouds
437,Samana,DO,19.2056,-69.3369,73.09,88,18,9.75,few clouds
438,San Ignacio,BZ,17.1561,-89.0714,78.94,78,0,6.91,clear sky
439,Waddan,LY,29.1614,16.139,50.32,65,0,3.6,clear sky
440,Lorengau,PG,-2.0226,147.2712,80.83,85,100,12.86,overcast clouds
441,Sao Joao Da Barra,BR,-21.6403,-41.0511,74.57,94,100,14.41,moderate rain
442,Elizabeth City,US,36.2946,-76.2511,44.62,64,20,13.8,few clouds
443,Totolapan,MX,18.5167,-96.1833,67.93,77,97,8.48,overcast clouds
444,Kilindoni,TZ,-7.9139,39.6668,81.86,80,10,9.93,clear sky
445,Eyl,SO,7.9803,49.8164,71.71,77,54,10.42,broken clouds
446,Sisimiut,GL,66.9395,-53.6735,-7.6,98,100,9.28,overcast clouds
447,Livramento,BR,-3.0254,-60.1803,75.87,100,75,2.3,light rain
448,Turukhansk,RU,65.8167,87.9833,13.98,93,100,17.4,light snow
449,Abalak,RU,58.1286,68.5944,11.34,92,18,7.11,few clouds
450,Fort Nelson,CA,58.8053,-122.7002,4.59,78,100,2.3,overcast clouds
451,Cascais,PT,38.6979,-9.4215,54.46,60,100,24.0,overcast clouds
452,Aasiaat,GL,68.7098,-52.8699,-1.64,100,100,4.34,overcast clouds
453,Bandarbeyla,SO,9.4942,50.8122,73.51,73,26,12.33,scattered clouds
454,Birjand,IR,32.8663,59.2211,36.07,55,0,4.61,clear sky
455,Salinopolis,BR,-0.6136,-47.3561,78.04,85,6,8.7,clear sky
456,Carnot,CF,4.9409,15.8665,66.94,38,19,1.34,few clouds
457,Mae Sot,TH,16.7167,98.5667,76.95,94,75,2.3,broken clouds
458,Emba,KZ,48.8264,58.1442,1.04,95,5,6.31,clear sky
459,Nalgonda,IN,17.05,79.2667,67.3,83,58,4.68,broken clouds
460,Buchanan,LR,5.8808,-10.0467,79.16,87,84,6.11,broken clouds
461,Barquisimeto,VE,10.0739,-69.3228,70.7,73,99,4.83,overcast clouds
462,Siguiri,GN,11.6667,-9.5,76.39,17,12,3.38,few clouds
463,Te Anau,NZ,-45.4167,167.7167,55.9,78,63,6.04,broken clouds
464,Tsevie,TG,6.4261,1.2133,79.36,80,69,9.69,broken clouds
465,Souillac,MU,-20.5167,57.5167,79.36,94,75,13.8,moderate rain
466,Borogontsy,RU,62.6683,131.1683,-22.58,94,99,2.06,overcast clouds
467,Heihe,CN,50.2441,127.4902,-1.62,91,100,6.78,overcast clouds
468,Fatick,SN,14.3581,-16.5858,67.14,35,27,11.48,scattered clouds
469,Kang,BW,-23.6752,22.7876,69.35,58,54,7.25,broken clouds
470,Inuvik,CA,68.3499,-133.7218,-6.74,77,100,2.3,overcast clouds
471,Bubaque,GW,11.2833,-15.8333,77.4,67,70,13.24,broken clouds
472,Port Lincoln,AU,-34.7333,135.8667,67.39,56,9,8.23,clear sky
473,Pa Sang,TH,18.5262,98.9394,79.02,58,100,1.95,overcast clouds
474,Jalu,LY,29.0331,21.5482,51.55,81,0,9.04,clear sky
475,Inirida,CO,3.8653,-67.9239,73.6,96,98,3.38,overcast clouds
476,Matagami,CA,49.7502,-77.6328,-14.69,76,75,0.0,broken clouds
477,Ughelli,NG,5.4899,6.0074,78.15,87,99,3.0,overcast clouds
478,Lavrentiya,RU,65.5833,-171.0,-12.82,90,5,5.46,clear sky
479,Roma,US,43.2128,-75.4557,18.52,85,100,3.44,overcast clouds
480,Colesberg,ZA,-30.72,25.0972,64.15,75,64,6.69,broken clouds
481,Tual,ID,-5.6667,132.75,81.91,75,100,9.46,overcast clouds
482,Srikakulam,IN,18.3,83.9,72.57,81,5,4.97,clear sky
483,Kadoma,JP,34.7333,135.5833,46.45,47,75,6.91,broken clouds
484,Chake Chake,TZ,-5.2459,39.7666,76.91,86,33,4.38,scattered clouds
485,Levin,NZ,-40.6333,175.275,74.75,69,100,7.76,overcast clouds
486,Qaqortoq,GL,60.7167,-46.0333,7.3,86,64,4.56,broken clouds
487,La Joya,MX,18.6667,-99.4667,81.16,28,1,4.85,clear sky
488,Kuusamo,FI,65.9667,29.1833,24.84,100,100,3.44,overcast clouds
489,Luang Prabang,LA,19.8856,102.1347,75.16,88,100,0.0,mist
490,Quelimane,MZ,-17.8786,36.8883,76.95,88,75,3.44,thunderstorm with rain
491,Tagusao,PH,9.1924,117.8141,81.81,66,100,2.82,overcast clouds
492,Arman,RU,59.7,150.1667,5.02,72,19,9.84,few clouds
493,Nantucket,US,41.2835,-70.0995,33.91,67,3,20.94,clear sky
494,San Jose,US,37.3394,-121.895,63.39,47,75,9.22,broken clouds
495,Tucurui,BR,-3.7661,-49.6725,75.29,92,78,2.57,broken clouds
496,Upernavik,GL,72.7868,-56.1549,-19.34,92,96,8.72,overcast clouds
497,Tilichiki,RU,60.4667,166.1,-7.06,85,17,9.28,few clouds
498,Wenling,CN,28.3669,121.36,42.91,88,100,16.98,overcast clouds
499,Ketchikan,US,55.3422,-131.6461,44.58,100,100,5.75,moderate rain
500,Panzhihua,CN,26.5851,101.7128,54.82,43,0,3.74,clear sky
501,Tungor,RU,53.3808,142.9564,13.59,92,100,15.93,light snow
502,Aswan,EG,24.0934,32.907,53.44,47,0,11.16,clear sky
503,La Asuncion,VE,11.0333,-63.8628,78.53,78,23,0.0,few clouds
504,Pokaran,IN,26.9167,71.9167,64.09,27,0,6.67,clear sky
505,Grindavik,IS,63.8424,-22.4338,28.87,69,100,23.02,light snow
506,Baruun-Urt,MN,46.6806,113.2792,-5.24,81,7,8.05,clear sky
507,Funadhoo,MV,6.15,73.2667,82.49,71,57,16.8,broken clouds
508,Meulaboh,ID,4.1363,96.1285,80.29,79,99,4.09,overcast clouds
509,Turbat,PK,26.0023,63.044,64.4,55,0,0.83,clear sky
510,Kodinsk,RU,58.6881,99.1844,1.99,99,96,1.5,overcast clouds
511,Alofi,NU,-19.0595,-169.9187,82.29,78,11,6.91,few clouds
512,Taltal,CL,-25.4,-70.4833,67.87,83,15,1.92,few clouds
513,Mardin,TR,37.3131,40.7436,38.46,65,0,10.36,clear sky
514,Fairbanks,US,64.8378,-147.7164,5.59,81,100,0.0,light snow
515,Pergamino,AR,-33.89,-60.5736,68.18,54,0,8.77,clear sky
516,Mahon,ES,39.8885,4.2658,50.56,100,75,6.91,fog
517,Khuzdar,PK,27.7384,66.6434,51.69,32,0,2.13,clear sky
518,Gunnedah,AU,-30.9833,150.25,87.42,33,7,12.33,clear sky
519,Dingle,PH,10.9995,122.6711,84.49,69,98,12.06,overcast clouds
520,Pingliang,CN,35.5392,106.6861,19.74,66,100,2.95,overcast clouds
521,Nelson Bay,AU,-32.7167,152.15,78.3,57,53,4.0,broken clouds
522,Alta Floresta,BR,-9.8756,-56.0861,71.73,98,100,2.48,light rain
523,Sabha,LY,27.0377,14.4283,50.54,39,0,7.38,clear sky
524,Clyde River,CA,70.4692,-68.5914,-30.77,75,0,11.5,clear sky
525,Rocha,UY,-34.4833,-54.3333,62.51,88,9,6.58,clear sky
526,Isla Mujeres,MX,21.2311,-86.731,77.16,85,0,8.7,clear sky
527,Olafsvik,IS,64.8945,-23.7142,30.06,60,100,18.88,overcast clouds
528,Portland,US,45.5234,-122.6762,54.01,71,20,4.0,few clouds
529,Avera,US,33.194,-82.5271,52.48,46,56,11.1,broken clouds
530,Saint-Francois,FR,46.4154,3.9054,42.24,81,75,4.61,broken clouds
531,Aklavik,CA,68.2191,-135.0107,-6.77,95,68,3.04,broken clouds
532,Namibe,AO,-15.1961,12.1522,77.76,74,100,3.67,overcast clouds
533,Hay River,CA,60.8156,-115.7999,-5.82,71,75,9.22,broken clouds
534,Nazilli,TR,37.9163,28.3223,40.12,83,0,5.01,clear sky
535,Acarau,BR,-2.8856,-40.12,78.67,81,32,11.05,scattered clouds
536,Mount Darwin,ZW,-16.7725,31.5838,62.62,94,100,2.19,overcast clouds
537,Lircay,PE,-12.9896,-74.7205,49.95,88,77,2.24,light rain
538,Adet,ET,11.2644,37.4888,62.76,32,99,3.2,overcast clouds
539,Farafangana,MG,-22.8167,47.8333,74.95,86,63,5.41,light rain
540,Kaeo,NZ,-35.1,173.7833,74.14,58,100,7.54,overcast clouds
541,Carnduff,CA,49.1667,-101.8009,-6.63,89,59,12.12,broken clouds
542,Diamantino,BR,-14.4086,-56.4461,73.53,93,100,0.72,overcast clouds
543,Gornozavodsk,RU,58.3758,58.3211,20.39,84,53,10.25,broken clouds
544,Magomeni,TZ,-6.8,39.25,79.36,85,18,6.91,few clouds
545,Mandalgovi,MN,45.7625,106.2708,2.88,54,1,12.03,clear sky
546,Mackenzie,CA,55.2999,-123.1698,39.42,70,100,13.8,overcast clouds
547,Floro,NO,61.5996,5.0328,30.16,100,40,5.75,scattered clouds
548,Qorveh,IR,35.1664,47.8045,30.45,75,100,1.81,overcast clouds
549,Miravci,MK,41.3078,22.435,44.28,49,3,2.55,clear sky
550,Jaru,BR,-10.4389,-62.4664,72.36,98,100,3.76,overcast clouds
551,Gayeri,BF,12.6497,0.4931,77.83,14,58,6.85,broken clouds
552,Igarka,RU,67.4667,86.5833,14.41,94,100,19.04,light snow
553,Mantua,IT,45.1667,10.7833,50.7,89,96,1.01,overcast clouds
554,Sola,VU,-13.8833,167.55,82.17,72,98,3.36,overcast clouds
555,Yima,CN,34.7381,111.8839,34.41,47,100,4.9,overcast clouds
556,Amboise,FR,47.4125,0.9827,40.21,82,0,8.05,clear sky
557,Srednekolymsk,RU,67.45,153.6833,-27.6,98,100,0.92,overcast clouds
558,Cantagallo,CO,7.376,-73.9196,74.73,92,85,2.73,overcast clouds
559,Lamar,US,33.6668,-95.5836,42.71,39,0,0.0,clear sky
560,Pitimbu,BR,-7.4706,-34.8086,79.39,75,86,9.62,overcast clouds
561,Vrede,ZA,-27.4257,29.1659,56.8,98,97,3.0,overcast clouds
562,Severodvinsk,RU,64.5635,39.8302,30.31,85,79,13.73,broken clouds
563,Port Hardy,CA,50.6996,-127.4199,46.58,76,75,2.3,broken clouds
564,Hambantota,LK,6.1241,81.1185,79.14,94,94,2.3,overcast clouds
565,Krapivinskiy,RU,54.9992,86.8133,17.24,91,100,8.79,overcast clouds
566,Sinop,TR,41.7711,34.8709,32.05,89,99,4.34,overcast clouds
567,Hereford,GB,52.0568,-2.7148,41.25,77,7,10.0,clear sky
568,Rio Blanco,MX,18.8333,-97.15,61.7,90,96,4.85,overcast clouds
569,Kontagora,NG,10.3999,5.4695,79.3,11,58,9.62,broken clouds
570,Tamandare,BR,-8.7597,-35.1047,79.45,76,15,9.31,few clouds
571,Beringovskiy,RU,63.05,179.3167,-7.78,93,11,7.07,few clouds
572,Mount Isa,AU,-20.7333,139.5,94.77,21,2,8.05,clear sky
573,Imbituba,BR,-28.24,-48.6703,73.81,81,28,1.86,scattered clouds
574,Poum,NC,-20.2333,164.0167,82.33,70,100,3.96,overcast clouds
575,Namatanai,PG,-3.6667,152.4333,85.3,72,97,12.71,light rain
576,Zelenoborskiy,RU,66.845,32.3622,27.01,97,100,6.71,light snow
577,Merauke,ID,-8.4667,140.3333,84.47,70,69,6.6,broken clouds
578,Canutama,BR,-6.5339,-64.3831,71.92,95,98,3.42,overcast clouds
579,Harper,LR,4.375,-7.7169,78.48,87,96,7.18,overcast clouds
580,Huarmey,PE,-10.0681,-78.1522,71.94,81,100,5.26,overcast clouds
581,Itarema,BR,-2.9248,-39.9167,79.65,77,30,10.92,scattered clouds
582,Dubti,ET,11.7361,41.0853,72.12,62,3,11.88,clear sky
583,Marzuq,YE,14.4,46.4667,61.36,69,1,5.1,clear sky
584,Cabedelo,BR,-6.9811,-34.8339,79.47,76,98,10.36,overcast clouds
585,Husavik,IS,66.0449,-17.3389,21.11,90,86,9.93,overcast clouds
586,Sharjah,AE,25.3573,55.4033,64.38,80,0,4.61,clear sky
587,Ixtapa,MX,20.7,-105.2,74.43,78,75,6.91,broken clouds
588,Stykkisholmur,IS,65.0757,-22.7297,22.82,70,100,12.88,overcast clouds
589,Haradok,BY,55.4624,29.9816,30.87,91,100,14.32,overcast clouds
590,Kralendijk,BQ,12.15,-68.2667,78.78,78,75,12.66,broken clouds
591,Russell,US,32.3502,-85.1999,47.48,72,20,11.5,few clouds
592,Gravelbourg,CA,49.8834,-106.5512,-0.13,92,23,4.09,few clouds
593,Marystown,CA,47.1666,-55.1483,44.85,100,100,7.0,overcast clouds
594,Cabras,IT,39.93,8.5314,50.09,76,29,5.46,scattered clouds
595,Solvychegodsk,RU,61.3305,46.9156,31.08,86,100,9.82,overcast clouds
596,Pudozh,RU,61.8099,36.5345,29.84,92,100,15.35,snow
597,Kroonstad,ZA,-27.6504,27.2349,61.75,90,93,5.79,overcast clouds
598,Sao Mateus Do Maranhao,BR,-4.0417,-44.475,74.03,94,100,3.15,overcast clouds
599,Panguna,PG,-6.3164,155.4848,84.29,56,97,3.71,overcast clouds
600,Akyab,MM,20.15,92.9,69.58,40,42,9.89,scattered clouds
601,San Cristobal,VE,7.7669,-72.225,71.78,92,86,2.15,overcast clouds
602,Zaplavnoye,RU,48.7048,45.0229,37.26,94,100,10.65,overcast clouds
603,Impfondo,CG,1.6381,18.0667,78.06,61,99,5.57,overcast clouds
604,Madan,BG,41.5,24.95,19.44,64,0,3.94,clear sky
605,Broome,US,42.2506,-75.833,20.01,77,0,3.44,clear sky
606,Alamogordo,US,32.8995,-105.9603,45.75,40,0,4.61,clear sky
607,Pundaguitan,PH,6.3711,126.1689,77.59,90,100,12.91,overcast clouds
608,Solwezi,ZM,-12.1688,26.3894,62.17,99,100,1.19,moderate rain
609,Port Augusta,AU,-32.5,137.7667,82.71,29,0,5.77,clear sky
610,Kryry,CZ,50.1744,13.4266,45.91,56,31,25.17,scattered clouds
611,Solano,US,38.2333,-121.9511,62.64,57,0,5.75,clear sky
612,Quatre Cocos,MU,-20.2078,57.7625,79.09,91,100,26.11,light rain
613,Terrace,CA,54.5163,-128.6035,42.71,93,100,25.32,light rain
614,Acari,PE,-15.4311,-74.6158,74.03,82,100,2.04,overcast clouds
615,Telhara,IN,21.0269,76.8389,74.64,48,73,10.0,broken clouds
616,Daru,PG,-9.0763,143.2092,86.92,64,31,8.16,scattered clouds
617,Muroran,JP,42.3172,140.9881,32.25,59,99,4.68,overcast clouds
618,Talara,PE,-4.5772,-81.2719,72.28,81,95,8.46,overcast clouds
619,Halifax,CA,44.6453,-63.5724,30.25,88,66,11.5,broken clouds
620,Midland,US,31.9974,-102.0779,51.49,32,0,6.91,clear sky
621,Mogadishu,SO,2.0371,45.3438,75.07,83,0,5.75,clear sky
622,Novikovo,RU,51.1537,37.8879,27.57,95,75,5.82,broken clouds
623,Umarkot,PK,25.3616,69.7362,68.77,22,0,7.61,clear sky
624,Half Moon Bay,US,37.4636,-122.4286,62.49,58,75,13.8,broken clouds
625,Gorontalo,ID,0.5412,123.0595,77.59,91,100,3.27,overcast clouds
626,Bar Harbor,US,44.3876,-68.2039,19.9,61,0,20.0,clear sky
627,Vyartsilya,RU,62.1764,30.693,20.35,91,94,9.31,overcast clouds
628,Ambon,ID,-3.6954,128.1814,87.94,62,40,9.22,scattered clouds
629,Abbeyfeale,IE,52.3814,-9.3025,37.53,95,97,8.48,overcast clouds
630,Burgeo,CA,47.6167,-57.6152,23.68,73,71,28.59,broken clouds
631,Great Yarmouth,GB,52.6083,1.7305,39.45,69,21,28.72,few clouds
632,Mimongo,GA,-1.6195,11.6068,68.36,97,100,2.77,overcast clouds
633,Port Hedland,AU,-20.3167,118.5667,98.65,36,38,14.97,scattered clouds
634,Beian,NO,63.6559,9.5683,33.01,100,75,11.5,light snow
635,Carlsbad,US,33.1581,-117.3506,64.81,77,0,4.61,clear sky
636,High Rock,BS,26.6208,-78.2833,73.42,83,0,8.39,clear sky
637,Huntingdon,GB,52.3305,-0.1865,39.27,76,7,10.0,clear sky
638,Atar,MR,20.5169,-13.0499,70.21,15,100,3.13,overcast clouds
639,Vieste,IT,41.8825,16.175,48.7,76,0,7.4,clear sky
640,Mbandaka,CD,0.0487,18.2603,73.96,77,99,4.27,overcast clouds
641,Alice Springs,AU,-23.7,133.8833,80.15,32,0,13.8,clear sky
642,Sangar,RU,63.9242,127.4739,-25.46,95,95,1.48,overcast clouds
643,Umm Kaddadah,SD,13.6017,26.6876,63.28,22,4,22.17,clear sky
644,Marsabit,KE,2.3284,37.9899,68.74,51,44,6.51,scattered clouds
645,Inhambane,MZ,-23.865,35.3833,74.88,85,33,7.76,light rain
646,Odweyne,SO,9.4092,45.064,63.09,48,21,6.67,few clouds
647,Dwarka,IN,22.2394,68.9678,71.82,63,0,11.9,clear sky
648,Santa Cruz,BO,-17.8,-63.1667,78.26,83,75,2.3,broken clouds
649,Stromness,GB,58.965,-3.296,35.56,57,99,17.98,moderate rain
650,Buin,CL,-33.7333,-70.75,72.73,56,0,2.06,clear sky
651,Virginia Beach,US,36.8529,-75.978,43.02,58,0,11.5,clear sky
652,Xiazhen,CN,34.8022,117.1117,37.45,32,100,13.04,overcast clouds
653,Amuntai,ID,-2.4177,115.2494,87.67,61,94,0.89,light rain
654,Amazar,RU,53.858,120.875,3.81,61,98,8.63,overcast clouds
655,Innisfail,AU,-17.5333,146.0333,93.22,65,34,11.03,scattered clouds
656,Port Blair,IN,11.6667,92.75,78.84,89,75,2.3,broken clouds
657,Olonets,RU,60.9847,32.9698,31.14,92,100,14.0,light snow
658,Chukhloma,RU,58.7525,42.6825,27.18,90,78,10.8,broken clouds
659,Yelandur,IN,12.0667,77.0333,71.89,57,64,3.36,broken clouds
660,Dawei,MM,14.0833,98.2,85.51,63,22,2.19,few clouds
661,Cairns,AU,-16.9167,145.7667,93.29,67,75,12.66,broken clouds
662,Cherepovets,RU,59.1333,37.9,29.25,92,97,11.99,overcast clouds
663,Bronnoysund,NO,65.4625,12.1997,30.0,90,75,5.75,broken clouds
664,Seoul,KR,37.5683,126.9778,36.01,51,100,5.75,light snow
665,Waipawa,NZ,-41.4122,175.5153,70.43,62,98,13.85,light rain
666,Rio Branco,BR,-9.9747,-67.81,77.61,94,40,3.44,light rain
667,Phangnga,TH,8.4509,98.5298,85.91,66,100,2.3,overcast clouds
668,Tieli,CN,46.95,128.05,14.16,82,100,1.86,overcast clouds
669,Muli,MV,2.9167,73.5667,82.22,69,63,11.72,broken clouds
